file,line,operator,before,after,mutant_id,paper_category
org/apache/commons/validator/routines/AbstractCalendarValidator.java,333,NullifyInputVariable,protected Format getFormat(final Locale locale) {,protected Format getFormat(final Locale locale) { locale = null;,89,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/routines/IntegerValidator.java,227,NullifyInputVariable,"public Integer validate(final String value, final Locale locale) {","public Integer validate(final String value, final Locale locale) { locale = null;",21,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/routines/CalendarValidator.java,163,NullifyInputVariable,"public int compareMonths(final Calendar value, final Calendar compare) {","public int compareMonths(final Calendar value, final Calendar compare) { compare = null;",41,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/Var.java,169,NullifyInputVariable,public void setName(final String name) {,public void setName(final String name) { name = null;,8,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/ValidatorAction.java,744,NullifyInputVariable,public void setName(final String name) {,public void setName(final String name) { name = null;,72,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/routines/CreditCardValidator.java,511,NullifyInputVariable,public Object validate(final String card) {,public Object validate(final String card) { card = null;,48,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/DateValidator.java,67,NullifyInputVariable,"public boolean isValid(final String value, final Locale locale) {","public boolean isValid(final String value, final Locale locale) { value = null;",17,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/routines/AbstractNumberValidator.java,246,NullifyInputVariable,"public boolean minValue(final Number value, final Number min) {","public boolean minValue(final Number value, final Number min) { value = null;",40,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/routines/CalendarValidator.java,217,NullifyInputVariable,"public int compareYears(final Calendar value, final Calendar compare) {","public int compareYears(final Calendar value, final Calendar compare) { value = null;",34,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/GenericTypeValidator.java,182,NullifyInputVariable,"public static Date formatDate(final String value, final String datePattern, final boolean strict) {","public static Date formatDate(final String value, final String datePattern, final boolean strict) { value = null;",138,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/routines/TimeValidator.java,166,NullifyInputVariable,"public int compareTime(final Calendar value, final Calendar compare) {","public int compareTime(final Calendar value, final Calendar compare) { value = null;",34,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/routines/DateValidator.java,263,NullifyInputVariable,"public Date validate(final String value, final Locale locale) {","public Date validate(final String value, final Locale locale) { locale = null;",31,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/Field.java,500,NullifyInputVariable,public String getMsg(final String key) {,public String getMsg(final String key) { key = null;,143,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/ValidatorResources.java,260,NullifyInputVariable,public void addFormSet(final FormSet fs) {,public void addFormSet(final FormSet fs) { fs = null;,93,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/routines/IBANValidator.java,300,NullifyInputVariable,public Validator getValidator(final String code) {,public Validator getValidator(final String code) { code = null;,42,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/routines/AbstractFormatValidator.java,106,NullifyInputVariable,"public String format(final Object value, final String pattern, final Locale locale) {","public String format(final Object value, final String pattern, final Locale locale) { pattern = null;",22,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/routines/DoubleValidator.java,132,NullifyInputVariable,"public boolean isInRange(final Double value, final double min, final double max) {","public boolean isInRange(final Double value, final double min, final double max) { value = null;",25,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/Var.java,153,NullifyInputVariable,public void setBundle(final String bundle) {,public void setBundle(final String bundle) { bundle = null;,10,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/routines/IBANValidator.java,273,NullifyInputVariable,"private ConcurrentMap<String, Validator> createValidators(final Validator[] validators) {","private ConcurrentMap<String, Validator> createValidators(final Validator[] validators) { validators = null;",43,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/routines/CreditCardValidator.java,493,NullifyInputVariable,public boolean isValid(final String card) {,public boolean isValid(final String card) { card = null;,49,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/routines/DateValidator.java,332,NullifyInputVariable,"public Date validate(final String value, final String pattern, final TimeZone timeZone) {","public Date validate(final String value, final String pattern, final TimeZone timeZone) { pattern = null;",17,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/routines/DateValidator.java,344,NullifyInputVariable,"public Date validate(final String value, final TimeZone timeZone) {","public Date validate(final String value, final TimeZone timeZone) { value = null;",15,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/routines/FloatValidator.java,265,NullifyInputVariable,"public Float validate(final String value, final String pattern, final Locale locale) {","public Float validate(final String value, final String pattern, final Locale locale) { pattern = null;",24,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/Field.java,795,NullifyInputVariable,public void setIndexedProperty(final String indexedProperty) {,public void setIndexedProperty(final String indexedProperty) { indexedProperty = null;,124,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/CreditCardValidator.java,95,NullifyInputVariable,public boolean matches(final String card) {,public boolean matches(final String card) { card = null;,40,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/routines/ShortValidator.java,132,NullifyInputVariable,"public boolean isInRange(final Short value, final short min, final short max) {","public boolean isInRange(final Short value, final short min, final short max) { value = null;",28,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/GenericValidator.java,87,NullifyInputVariable,public static boolean isByte(final String value) {,public static boolean isByte(final String value) { value = null;,76,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/routines/CalendarValidator.java,266,NullifyInputVariable,"public Calendar validate(final String value, final Locale locale, final TimeZone timeZone) {","public Calendar validate(final String value, final Locale locale, final TimeZone timeZone) { timeZone = null;",25,reduced_nullify_final_param_non_compilable
org/apache/commons/validator/ValidatorAction.java,629,NullifyInputVariable,public void setDepends(final String depends) {,public void setDepends(final String depends) { depends = null;,79,reduced_nullify_final_param_non_compilable
