file,line,operator,before,after,mutant_id,paper_category
org/apache/commons/dbutils/QueryRunner.java,366,NullifyInputVariable,"public <T> T insert(final Connection conn, final String sql, final ResultSetHandler<T> rsh) throws SQLException {","public <T> T insert(final Connection conn, final String sql, final ResultSetHandler<T> rsh) throws SQLException { rsh = null;",101,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,364,NullifyInputVariable,protected final float getFloat(final String columnLabel) throws SQLException {,protected final float getFloat(final String columnLabel) throws SQLException { columnLabel = null;,191,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/handlers/columns/BooleanColumnHandler.java,32,NullifyInputVariable,public boolean match(final Class<?> propType) {,public boolean match(final Class<?> propType) { propType = null;,3,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,452,NullifyInputVariable,"public <T> T insert(final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException {","public <T> T insert(final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException { params = null;",92,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,584,NullifyInputVariable,"public <T> T query(final Connection conn, final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException {","public <T> T query(final Connection conn, final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException { conn = null;",73,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,245,RemoveMethod,protected final byte[] getBytes(final int columnIndex) throws SQLException {,protected final byte[] getBytes(final int columnIndex) throws SQLException {,411,reduced_remove_method_other
org/apache/commons/dbutils/QueryRunner.java,182,RemoveMethod,"public int[] batch(final String sql, final Object[][] params) throws SQLException {","public int[] batch(final String sql, final Object[][] params) throws SQLException {",175,reduced_remove_method_other
org/apache/commons/dbutils/BaseResultSetHandler.java,1233,NullifyInputVariable,"protected final void updateNClob(final String columnLabel, final NClob nClob) throws SQLException {","protected final void updateNClob(final String columnLabel, final NClob nClob) throws SQLException { nClob = null;",92,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1100,NullifyInputVariable,"protected final void updateClob(final String columnLabel, final Reader reader) throws SQLException {","protected final void updateClob(final String columnLabel, final Reader reader) throws SQLException { reader = null;",112,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,452,NullifyInputVariable,"public <T> T insert(final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException {","public <T> T insert(final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException { sql = null;",94,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AbstractQueryRunner.java,407,NullifyInputVariable,final String... propertyNames) throws SQLException {,final String... propertyNames) throws SQLException { stmt = null;,44,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BeanProcessor.java,177,NullifyInputVariable,"protected Method getWriteMethod(final Object target, final PropertyDescriptor prop, final Object value) {","protected Method getWriteMethod(final Object target, final PropertyDescriptor prop, final Object value) { prop = null;",54,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,385,NullifyInputVariable,protected final int getInt(final String columnLabel) throws SQLException {,protected final int getInt(final String columnLabel) throws SQLException { columnLabel = null;,190,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/wrappers/SqlNullCheckedResultSet.java,499,NullifyInputVariable,public void setNullDate(final Date nullDate) {,public void setNullDate(final Date nullDate) { nullDate = null;,33,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1394,NullifyInputVariable,"protected final void updateTime(final String columnLabel, final Time x) throws SQLException {","protected final void updateTime(final String columnLabel, final Time x) throws SQLException { columnLabel = null;",63,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,639,NullifyInputVariable,protected final InputStream getUnicodeStream(final String columnLabel) throws SQLException {,protected final InputStream getUnicodeStream(final String columnLabel) throws SQLException { columnLabel = null;,168,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/handlers/properties/StringEnumPropertyHandler.java,28,NullifyInputVariable,"public Object apply(final Class<?> parameter, final Object value) {","public Object apply(final Class<?> parameter, final Object value) { parameter = null;",6,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AbstractQueryRunner.java,456,NullifyInputVariable,public ParameterMetaData getParameterMetaData(final PreparedStatement stmt) throws SQLException {,public ParameterMetaData getParameterMetaData(final PreparedStatement stmt) throws SQLException { stmt = null;,41,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,366,NullifyInputVariable,"public <T> T insert(final Connection conn, final String sql, final ResultSetHandler<T> rsh) throws SQLException {","public <T> T insert(final Connection conn, final String sql, final ResultSetHandler<T> rsh) throws SQLException { conn = null;",103,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BasicRowProcessor.java,103,NullifyInputVariable,"public Object put(final String key, final Object value) {","public Object put(final String key, final Object value) { key = null;",24,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/handlers/columns/ByteColumnHandler.java,32,NullifyInputVariable,public boolean match(final Class<?> propType) {,public boolean match(final Class<?> propType) { propType = null;,3,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/wrappers/SqlNullCheckedResultSet.java,386,NullifyInputVariable,throws Throwable {,throws Throwable { args = null;,40,reduced_nullify_input_other_filter
org/apache/commons/dbutils/BasicRowProcessor.java,217,NullifyInputVariable,"public <T> T toBean(final ResultSet resultSet, final Class<? extends T> type) throws SQLException {","public <T> T toBean(final ResultSet resultSet, final Class<? extends T> type) throws SQLException { type = null;",18,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/DbUtils.java,320,NullifyInputVariable,"public static void printStackTrace(final SQLException e, final PrintWriter pw) {","public static void printStackTrace(final SQLException e, final PrintWriter pw) { pw = null;",22,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/DbUtils.java,123,NullifyInputVariable,public static void close(final Connection conn) throws SQLException {,public static void close(final Connection conn) throws SQLException { conn = null;,38,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,207,NullifyInputVariable,"public int execute(final Connection conn, final String sql, final Object... params) throws SQLException {","public int execute(final Connection conn, final String sql, final Object... params) throws SQLException { conn = null;",115,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/DbUtils.java,71,NullifyInputVariable,"public Connection connect(final String url, final Properties info) throws SQLException {","public Connection connect(final String url, final Properties info) throws SQLException { url = null;",42,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1121,NullifyInputVariable,"protected final void updateDate(final String columnLabel, final Date x) throws SQLException {","protected final void updateDate(final String columnLabel, final Date x) throws SQLException { columnLabel = null;",108,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AbstractQueryRunner.java,501,NullifyInputVariable,throws SQLException {,throws SQLException { conn = null;,40,reduced_nullify_input_other_filter
org/apache/commons/dbutils/BaseResultSetHandler.java,1037,NullifyInputVariable,"protected final void updateCharacterStream(final int columnIndex, final Reader x, final int length) throws SQLException {","protected final void updateCharacterStream(final int columnIndex, final Reader x, final int length) throws SQLException { x = null;",126,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1226,NullifyInputVariable,"protected final void updateNClob(final int columnIndex, final Reader reader, final long length) throws SQLException {","protected final void updateNClob(final int columnIndex, final Reader reader, final long length) throws SQLException { reader = null;",94,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,317,NullifyInputVariable,"public Future<int[]> batch(final String sql, final Object[][] params) throws SQLException {","public Future<int[]> batch(final String sql, final Object[][] params) throws SQLException { sql = null;",66,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,469,NullifyInputVariable,protected final Object getObject(final String columnLabel) throws SQLException {,protected final Object getObject(final String columnLabel) throws SQLException { columnLabel = null;,184,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/wrappers/StringTrimmedResultSet.java,90,NullifyInputVariable,throws Throwable {,throws Throwable { method = null;,6,reduced_nullify_input_other_filter
org/apache/commons/dbutils/handlers/properties/StringEnumPropertyHandler.java,33,NullifyInputVariable,"public boolean match(final Class<?> parameter, final Object value) {","public boolean match(final Class<?> parameter, final Object value) { parameter = null;",4,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/ProxyFactory.java,130,NullifyInputVariable,"public <T> T newProxyInstance(final Class<T> type, final InvocationHandler handler) {","public <T> T newProxyInstance(final Class<T> type, final InvocationHandler handler) { handler = null;",10,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,333,NullifyInputVariable,"public <T> Future<T> insert(final Connection conn, final String sql, final ResultSetHandler<T> rsh) throws SQLException {","public <T> Future<T> insert(final Connection conn, final String sql, final ResultSetHandler<T> rsh) throws SQLException { sql = null;",63,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,432,NullifyInputVariable,"public <T> T insert(final String sql, final ResultSetHandler<T> rsh) throws SQLException {","public <T> T insert(final String sql, final ResultSetHandler<T> rsh) throws SQLException { rsh = null;",95,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BeanProcessor.java,215,NullifyInputVariable,final PropertyDescriptor[] props) throws SQLException {,final PropertyDescriptor[] props) throws SQLException { rsmd = null;,50,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,555,NullifyInputVariable,"public <T> T query(final Connection conn, final String sql, final Object[] params, final ResultSetHandler<T> rsh) throws SQLException {","public <T> T query(final Connection conn, final String sql, final Object[] params, final ResultSetHandler<T> rsh) throws SQLException { sql = null;",79,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,581,NullifyInputVariable,protected final Time getTime(final String columnLabel) throws SQLException {,protected final Time getTime(final String columnLabel) throws SQLException { columnLabel = null;,175,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,399,NullifyInputVariable,"public <T> Future<T> insertBatch(final Connection conn, final String sql, final ResultSetHandler<T> rsh, final Object[][] params) throws SQLException {","public <T> Future<T> insertBatch(final Connection conn, final String sql, final ResultSetHandler<T> rsh, final Object[][] params) throws SQLException { sql = null;",51,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/ProxyFactory.java,100,NullifyInputVariable,public ResultSet createResultSet(final InvocationHandler handler) {,public ResultSet createResultSet(final InvocationHandler handler) { handler = null;,14,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BeanProcessor.java,317,NullifyInputVariable,"public <T> T populateBean(final ResultSet resultSet, final T bean) throws SQLException {","public <T> T populateBean(final ResultSet resultSet, final T bean) throws SQLException { bean = null;",44,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/ResultSetIterator.java,43,NullifyInputVariable,public static Iterable<Object[]> iterable(final ResultSet resultSet) {,public static Iterable<Object[]> iterable(final ResultSet resultSet) { resultSet = null;,6,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1317,NullifyInputVariable,"protected final void updateRef(final String columnLabel, final Ref x) throws SQLException {","protected final void updateRef(final String columnLabel, final Ref x) throws SQLException { x = null;",75,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,365,NullifyInputVariable,"public <T> Future<T> insert(final String sql, final ResultSetHandler<T> rsh) throws SQLException {","public <T> Future<T> insert(final String sql, final ResultSetHandler<T> rsh) throws SQLException { rsh = null;",56,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,350,NullifyInputVariable,"public <T> Future<T> insert(final Connection conn, final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException {","public <T> Future<T> insert(final Connection conn, final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException { rsh = null;",59,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/handlers/columns/TimestampColumnHandler.java,28,NullifyInputVariable,"public Timestamp apply(final ResultSet resultSet, final int columnIndex) throws SQLException {","public Timestamp apply(final ResultSet resultSet, final int columnIndex) throws SQLException { resultSet = null;",3,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AbstractQueryRunner.java,304,NullifyInputVariable,throws SQLException {,throws SQLException { params = null;,48,reduced_nullify_input_other_filter
org/apache/commons/dbutils/DbUtils.java,337,NullifyInputVariable,public static void printWarnings(final Connection conn) {,public static void printWarnings(final Connection conn) { conn = null;,21,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/ProxyFactory.java,91,NullifyInputVariable,public PreparedStatement createPreparedStatement(final InvocationHandler handler) {,public PreparedStatement createPreparedStatement(final InvocationHandler handler) { handler = null;,15,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/DbUtils.java,103,NullifyInputVariable,"public DriverPropertyInfo[] getPropertyInfo(final String url, final Properties info) throws SQLException {","public DriverPropertyInfo[] getPropertyInfo(final String url, final Properties info) throws SQLException { url = null;",40,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,967,NullifyInputVariable,"protected final void updateBlob(final String columnLabel, final Blob x) throws SQLException {","protected final void updateBlob(final String columnLabel, final Blob x) throws SQLException { x = null;",135,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1338,NullifyInputVariable,"protected final void updateRowId(final String columnLabel, final RowId x) throws SQLException {","protected final void updateRowId(final String columnLabel, final RowId x) throws SQLException { columnLabel = null;",73,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,462,NullifyInputVariable,"protected final Object getObject(final int columnIndex, final Map<String, Class<?>> map) throws SQLException {","protected final Object getObject(final int columnIndex, final Map<String, Class<?>> map) throws SQLException { map = null;",185,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1072,NullifyInputVariable,"protected final void updateClob(final int columnIndex, final Clob x) throws SQLException {","protected final void updateClob(final int columnIndex, final Clob x) throws SQLException { x = null;",118,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,584,NullifyInputVariable,"public <T> T query(final Connection conn, final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException {","public <T> T query(final Connection conn, final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException { sql = null;",72,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,876,NullifyInputVariable,"protected final void updateAsciiStream(final String columnLabel, final InputStream x, final int length) throws SQLException {","protected final void updateAsciiStream(final String columnLabel, final InputStream x, final int length) throws SQLException { columnLabel = null;",155,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1275,NullifyInputVariable,protected final void updateNull(final String columnLabel) throws SQLException {,protected final void updateNull(final String columnLabel) throws SQLException { columnLabel = null;,84,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,519,NullifyInputVariable,"public <T> T insertBatch(final String sql, final ResultSetHandler<T> rsh, final Object[][] params) throws SQLException {","public <T> T insertBatch(final String sql, final ResultSetHandler<T> rsh, final Object[][] params) throws SQLException { rsh = null;",86,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,841,NullifyInputVariable,"protected final void updateArray(final String columnLabel, final Array x) throws SQLException {","protected final void updateArray(final String columnLabel, final Array x) throws SQLException { x = null;",161,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,946,NullifyInputVariable,"protected final void updateBlob(final int columnIndex, final Blob x) throws SQLException {","protected final void updateBlob(final int columnIndex, final Blob x) throws SQLException { x = null;",139,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,350,NullifyInputVariable,"public <T> Future<T> insert(final Connection conn, final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException {","public <T> Future<T> insert(final Connection conn, final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException { conn = null;",61,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AbstractQueryRunner.java,304,NullifyInputVariable,throws SQLException {,throws SQLException { stmt = null;,50,reduced_nullify_input_other_filter
org/apache/commons/dbutils/BaseResultSetHandler.java,1177,NullifyInputVariable,"protected final void updateLong(final String columnLabel, final long x) throws SQLException {","protected final void updateLong(final String columnLabel, final long x) throws SQLException { columnLabel = null;",103,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,420,NullifyInputVariable,protected final Reader getNCharacterStream(final String columnLabel) throws SQLException {,protected final Reader getNCharacterStream(final String columnLabel) throws SQLException { columnLabel = null;,188,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/DbUtils.java,103,NullifyInputVariable,"public DriverPropertyInfo[] getPropertyInfo(final String url, final Properties info) throws SQLException {","public DriverPropertyInfo[] getPropertyInfo(final String url, final Properties info) throws SQLException { info = null;",39,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,932,NullifyInputVariable,"protected final void updateBinaryStream(final String columnLabel, final InputStream x, final int length) throws SQLException {","protected final void updateBinaryStream(final String columnLabel, final InputStream x, final int length) throws SQLException { columnLabel = null;",143,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AbstractQueryRunner.java,545,NullifyInputVariable,throws SQLException {,throws SQLException { conn = null;,38,reduced_nullify_input_other_filter
org/apache/commons/dbutils/QueryRunner.java,207,NullifyInputVariable,"public int execute(final Connection conn, final String sql, final Object... params) throws SQLException {","public int execute(final Connection conn, final String sql, final Object... params) throws SQLException { sql = null;",114,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,132,RemoveMethod,"public int[] batch(final Connection conn, final String sql, final Object[][] params) throws SQLException {","public int[] batch(final Connection conn, final String sql, final Object[][] params) throws SQLException {",177,reduced_remove_method_other
org/apache/commons/dbutils/BaseResultSetHandler.java,1163,NullifyInputVariable,"protected final void updateInt(final String columnLabel, final int x) throws SQLException {","protected final void updateInt(final String columnLabel, final int x) throws SQLException { columnLabel = null;",104,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BasicRowProcessor.java,217,NullifyInputVariable,"public <T> T toBean(final ResultSet resultSet, final Class<? extends T> type) throws SQLException {","public <T> T toBean(final ResultSet resultSet, final Class<? extends T> type) throws SQLException { resultSet = null;",19,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/handlers/BeanHandler.java,79,NullifyInputVariable,public T handle(final ResultSet resultSet) throws SQLException {,public T handle(final ResultSet resultSet) throws SQLException { resultSet = null;,2,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AbstractQueryRunner.java,501,NullifyInputVariable,throws SQLException {,throws SQLException { sql = null;,39,reduced_nullify_input_other_filter
org/apache/commons/dbutils/BaseResultSetHandler.java,834,NullifyInputVariable,"protected final void updateArray(final int columnIndex, final Array x) throws SQLException {","protected final void updateArray(final int columnIndex, final Array x) throws SQLException { x = null;",163,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/handlers/properties/DatePropertyHandler.java,52,NullifyInputVariable,"public boolean match(final Class<?> parameter, final Object value) {","public boolean match(final Class<?> parameter, final Object value) { parameter = null;",5,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,862,NullifyInputVariable,"protected final void updateAsciiStream(final int columnIndex, final InputStream x, final long length) throws SQLException {","protected final void updateAsciiStream(final int columnIndex, final InputStream x, final long length) throws SQLException { x = null;",158,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,525,NullifyInputVariable,protected final short getShort(final String columnLabel) throws SQLException {,protected final short getShort(final String columnLabel) throws SQLException { columnLabel = null;,179,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,470,NullifyInputVariable,"public <T> T insertBatch(final Connection conn, final String sql, final ResultSetHandler<T> rsh, final Object[][] params) throws SQLException {","public <T> T insertBatch(final Connection conn, final String sql, final ResultSetHandler<T> rsh, final Object[][] params) throws SQLException { params = null;",88,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/handlers/KeyedHandler.java,156,NullifyInputVariable,"protected Map<String, Object> createRow(final ResultSet resultSet) throws SQLException {","protected Map<String, Object> createRow(final ResultSet resultSet) throws SQLException { resultSet = null;",4,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/OutParameter.java,107,NullifyInputVariable,"void register(final CallableStatement stmt, final int index) throws SQLException {","void register(final CallableStatement stmt, final int index) throws SQLException { stmt = null;",7,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BasicRowProcessor.java,119,NullifyInputVariable,"public void putAll(final Map<? extends String, ?> m) {","public void putAll(final Map<? extends String, ?> m) { m = null;",22,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/wrappers/SqlNullCheckedResultSet.java,549,NullifyInputVariable,public void setNullObject(final Object nullObject) {,public void setNullObject(final Object nullObject) { nullObject = null;,32,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,132,NullifyInputVariable,"public int[] batch(final Connection conn, final String sql, final Object[][] params) throws SQLException {","public int[] batch(final Connection conn, final String sql, final Object[][] params) throws SQLException { params = null;",118,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AbstractQueryRunner.java,615,NullifyInputVariable,throws SQLException {,throws SQLException { params = null;,32,reduced_nullify_input_other_filter
org/apache/commons/dbutils/BaseResultSetHandler.java,904,NullifyInputVariable,"protected final void updateBinaryStream(final int columnIndex, final InputStream x) throws SQLException {","protected final void updateBinaryStream(final int columnIndex, final InputStream x) throws SQLException { x = null;",148,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/handlers/columns/DoubleColumnHandler.java,27,NullifyInputVariable,"public Double apply(final ResultSet resultSet, final int columnIndex) throws SQLException {","public Double apply(final ResultSet resultSet, final int columnIndex) throws SQLException { resultSet = null;",4,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/handlers/ScalarHandler.java,100,NullifyInputVariable,public T handle(final ResultSet resultSet) throws SQLException {,public T handle(final ResultSet resultSet) throws SQLException { resultSet = null;,5,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,132,NullifyInputVariable,"public int[] batch(final Connection conn, final String sql, final Object[][] params) throws SQLException {","public int[] batch(final Connection conn, final String sql, final Object[][] params) throws SQLException { sql = null;",119,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,381,NullifyInputVariable,"public <T> Future<T> insert(final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException {","public <T> Future<T> insert(final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException { rsh = null;",54,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/wrappers/SqlNullCheckedResultSet.java,614,NullifyInputVariable,public void setNullURL(final URL nullURL) {,public void setNullURL(final URL nullURL) { nullURL = null;,27,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/OutParameter.java,132,NullifyInputVariable,public void setValue(final T value) {,public void setValue(final T value) { value = null;,5,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/DbUtils.java,347,NullifyInputVariable,"public static void printWarnings(final Connection conn, final PrintWriter pw) {","public static void printWarnings(final Connection conn, final PrintWriter pw) { conn = null;",20,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,960,NullifyInputVariable,"protected final void updateBlob(final int columnIndex, final InputStream inputStream, final long length) throws SQLException {","protected final void updateBlob(final int columnIndex, final InputStream inputStream, final long length) throws SQLException { inputStream = null;",137,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,925,NullifyInputVariable,"protected final void updateBinaryStream(final String columnLabel, final InputStream x) throws SQLException {","protected final void updateBinaryStream(final String columnLabel, final InputStream x) throws SQLException { x = null;",144,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,432,NullifyInputVariable,"public <T> T insert(final String sql, final ResultSetHandler<T> rsh) throws SQLException {","public <T> T insert(final String sql, final ResultSetHandler<T> rsh) throws SQLException { sql = null;",96,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/DbUtils.java,362,NullifyInputVariable,public static void rollback(final Connection conn) throws SQLException {,public static void rollback(final Connection conn) throws SQLException { conn = null;,18,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BeanProcessor.java,504,NullifyInputVariable,"public <T> List<T> toBeanList(final ResultSet resultSet, final Class<? extends T> type) throws SQLException {","public <T> List<T> toBeanList(final ResultSet resultSet, final Class<? extends T> type) throws SQLException { resultSet = null;",35,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,550,NullifyInputVariable,"public Future<Integer> update(final String sql, final Object param) throws SQLException {","public Future<Integer> update(final String sql, final Object param) throws SQLException { param = null;",23,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/GenerousBeanProcessor.java,42,NullifyInputVariable,final PropertyDescriptor[] props) throws SQLException {,final PropertyDescriptor[] props) throws SQLException { props = null;,5,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BeanProcessor.java,164,NullifyInputVariable,throws SQLException {,throws SQLException { type = null;,57,reduced_nullify_input_other_filter
org/apache/commons/dbutils/BaseResultSetHandler.java,1065,NullifyInputVariable,"protected final void updateCharacterStream(final String columnLabel, final Reader reader, final long length) throws SQLException {","protected final void updateCharacterStream(final String columnLabel, final Reader reader, final long length) throws SQLException { columnLabel = null;",120,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1380,NullifyInputVariable,"protected final void updateString(final String columnLabel, final String x) throws SQLException {","protected final void updateString(final String columnLabel, final String x) throws SQLException { columnLabel = null;",66,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,476,NullifyInputVariable,"protected final Object getObject(final String columnLabel, final Map<String, Class<?>> map) throws SQLException {","protected final Object getObject(final String columnLabel, final Map<String, Class<?>> map) throws SQLException { map = null;",182,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1366,NullifyInputVariable,"protected final void updateSQLXML(final String columnLabel, final SQLXML xmlObject) throws SQLException {","protected final void updateSQLXML(final String columnLabel, final SQLXML xmlObject) throws SQLException { xmlObject = null;",68,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,479,NullifyInputVariable,"public <T> Future<T> query(final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException {","public <T> Future<T> query(final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException { rsh = null;",35,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/handlers/ArrayListHandler.java,67,NullifyInputVariable,protected Object[] handleRow(final ResultSet resultSet) throws SQLException {,protected Object[] handleRow(final ResultSet resultSet) throws SQLException { resultSet = null;,2,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,365,NullifyInputVariable,"public <T> Future<T> insert(final String sql, final ResultSetHandler<T> rsh) throws SQLException {","public <T> Future<T> insert(final String sql, final ResultSetHandler<T> rsh) throws SQLException { sql = null;",57,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1191,NullifyInputVariable,"protected final void updateNCharacterStream(final int columnIndex, final Reader x, final long length) throws SQLException {","protected final void updateNCharacterStream(final int columnIndex, final Reader x, final long length) throws SQLException { x = null;",101,reduced_nullify_final_param_non_compilable
