file,line,operator,before,after,mutant_id,paper_category
org/apache/commons/dbutils/BaseResultSetHandler.java,1289,NullifyInputVariable,"protected final void updateObject(final int columnIndex, final Object x, final int scaleOrLength) throws SQLException {","protected final void updateObject(final int columnIndex, final Object x, final int scaleOrLength) throws SQLException { x = null;",82,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,733,NullifyInputVariable,"public int update(final Connection conn, final String sql) throws SQLException {","public int update(final Connection conn, final String sql) throws SQLException { conn = null;",56,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BeanProcessor.java,466,NullifyInputVariable,"public <T> T toBean(final ResultSet rs, final Class<? extends T> type) throws SQLException {","public <T> T toBean(final ResultSet rs, final Class<? extends T> type) throws SQLException { type = null;",36,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,462,NullifyInputVariable,"public <T> Future<T> query(final String sql, final ResultSetHandler<T> rsh) throws SQLException {","public <T> Future<T> query(final String sql, final ResultSetHandler<T> rsh) throws SQLException { rsh = null;",37,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1303,NullifyInputVariable,"protected final void updateObject(final String columnLabel, final Object x, final int scaleOrLength) throws SQLException {","protected final void updateObject(final String columnLabel, final Object x, final int scaleOrLength) throws SQLException { columnLabel = null;",79,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1310,NullifyInputVariable,"protected final void updateRef(final int columnIndex, final Ref x) throws SQLException {","protected final void updateRef(final int columnIndex, final Ref x) throws SQLException { x = null;",77,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AbstractQueryRunner.java,545,NullifyInputVariable,throws SQLException {,throws SQLException { sql = null;,37,reduced_nullify_input_other_filter
org/apache/commons/dbutils/QueryRunner.java,519,NullifyInputVariable,"public <T> T insertBatch(final String sql, final ResultSetHandler<T> rsh, final Object[][] params) throws SQLException {","public <T> T insertBatch(final String sql, final ResultSetHandler<T> rsh, final Object[][] params) throws SQLException { sql = null;",87,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1261,NullifyInputVariable,"protected final void updateNString(final String columnLabel, final String nString) throws SQLException {","protected final void updateNString(final String columnLabel, final String nString) throws SQLException { nString = null;",85,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,492,NullifyInputVariable,"public Future<Integer> update(final Connection conn, final String sql) throws SQLException {","public Future<Integer> update(final Connection conn, final String sql) throws SQLException { conn = null;",33,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1247,NullifyInputVariable,"protected final void updateNClob(final String columnLabel, final Reader reader, final long length) throws SQLException {","protected final void updateNClob(final String columnLabel, final Reader reader, final long length) throws SQLException { columnLabel = null;",89,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/GenerousBeanProcessor.java,42,RemoveMethod,final PropertyDescriptor[] props) throws SQLException {,final PropertyDescriptor[] props) throws SQLException {,8,reduced_remove_method_other
org/apache/commons/dbutils/AbstractQueryRunner.java,370,NullifyInputVariable,final PropertyDescriptor[] properties) throws SQLException {,final PropertyDescriptor[] properties) throws SQLException { bean = null;,46,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,538,NullifyInputVariable,"public <T> T query(final Connection conn, final String sql, final Object param, final ResultSetHandler<T> rsh) throws SQLException {","public <T> T query(final Connection conn, final String sql, final Object param, final ResultSetHandler<T> rsh) throws SQLException { rsh = null;",81,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/handlers/MapListHandler.java,68,NullifyInputVariable,"protected Map<String, Object> handleRow(final ResultSet resultSet) throws SQLException {","protected Map<String, Object> handleRow(final ResultSet resultSet) throws SQLException { resultSet = null;",2,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/ProxyFactory.java,118,NullifyInputVariable,public Statement createStatement(final InvocationHandler handler) {,public Statement createStatement(final InvocationHandler handler) { handler = null;,12,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/StatementConfiguration.java,88,NullifyInputVariable,public Builder queryTimeout(final Duration queryTimeout) {,public Builder queryTimeout(final Duration queryTimeout) { queryTimeout = null;,24,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/ProxyFactory.java,82,NullifyInputVariable,public Driver createDriver(final InvocationHandler handler) {,public Driver createDriver(final InvocationHandler handler) { handler = null;,16,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1296,NullifyInputVariable,"protected final void updateObject(final String columnLabel, final Object x) throws SQLException {","protected final void updateObject(final String columnLabel, final Object x) throws SQLException { x = null;",80,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,416,NullifyInputVariable,"public <T> Future<T> insertBatch(final String sql, final ResultSetHandler<T> rsh, final Object[][] params) throws SQLException {","public <T> Future<T> insertBatch(final String sql, final ResultSetHandler<T> rsh, final Object[][] params) throws SQLException { rsh = null;",47,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,822,NullifyInputVariable,"public int update(final String sql, final Object param) throws SQLException {","public int update(final String sql, final Object param) throws SQLException { param = null;",46,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1387,NullifyInputVariable,"protected final void updateTime(final int columnIndex, final Time x) throws SQLException {","protected final void updateTime(final int columnIndex, final Time x) throws SQLException { x = null;",64,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/handlers/BeanMapHandler.java,173,NullifyInputVariable,protected K createKey(final ResultSet resultSet) throws SQLException {,protected K createKey(final ResultSet resultSet) throws SQLException { resultSet = null;,5,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,301,NullifyInputVariable,"public Future<int[]> batch(final Connection conn, final String sql, final Object[][] params) throws SQLException {","public Future<int[]> batch(final Connection conn, final String sql, final Object[][] params) throws SQLException { conn = null;",69,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/wrappers/StringTrimmedResultSet.java,58,NullifyInputVariable,public static ResultSet wrap(final ResultSet resultSet) {,public static ResultSet wrap(final ResultSet resultSet) { resultSet = null;,8,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,538,NullifyInputVariable,"public <T> T query(final Connection conn, final String sql, final Object param, final ResultSetHandler<T> rsh) throws SQLException {","public <T> T query(final Connection conn, final String sql, final Object param, final ResultSetHandler<T> rsh) throws SQLException { conn = null;",84,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,382,NullifyInputVariable,"public <T> T insert(final Connection conn, final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException {","public <T> T insert(final Connection conn, final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException { rsh = null;",98,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BeanProcessor.java,123,NullifyInputVariable,throws SQLException {,throws SQLException { target = null;,61,reduced_nullify_input_other_filter
org/apache/commons/dbutils/QueryRunner.java,349,NullifyInputVariable,"public <T> List<T> execute(final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException {","public <T> List<T> execute(final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException { params = null;",104,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,381,NullifyInputVariable,"public <T> Future<T> insert(final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException {","public <T> Future<T> insert(final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException { sql = null;",55,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BeanProcessor.java,164,NullifyInputVariable,throws SQLException {,throws SQLException { resultSet = null;,58,reduced_nullify_input_other_filter
org/apache/commons/dbutils/wrappers/SqlNullCheckedResultSet.java,589,NullifyInputVariable,public void setNullTime(final Time nullTime) {,public void setNullTime(final Time nullTime) { nullTime = null;,29,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1282,NullifyInputVariable,"protected final void updateObject(final int columnIndex, final Object x) throws SQLException {","protected final void updateObject(final int columnIndex, final Object x) throws SQLException { x = null;",83,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/handlers/properties/StringEnumPropertyHandler.java,28,NullifyInputVariable,"public Object apply(final Class<?> parameter, final Object value) {","public Object apply(final Class<?> parameter, final Object value) { value = null;",5,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/DbUtils.java,211,NullifyInputVariable,public static void closeQuietly(final Statement stmt) {,public static void closeQuietly(final Statement stmt) { stmt = null;,30,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1408,NullifyInputVariable,"protected final void updateTimestamp(final String columnLabel, final Timestamp x) throws SQLException {","protected final void updateTimestamp(final String columnLabel, final Timestamp x) throws SQLException { x = null;",59,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,566,NullifyInputVariable,"public Future<Integer> update(final String sql, final Object... params) throws SQLException {","public Future<Integer> update(final String sql, final Object... params) throws SQLException { sql = null;",22,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,76,RemoveMethod,public int[] call() throws SQLException {,public int[] call() throws SQLException {,92,reduced_remove_method_other
org/apache/commons/dbutils/QueryRunner.java,733,NullifyInputVariable,"public int update(final Connection conn, final String sql) throws SQLException {","public int update(final Connection conn, final String sql) throws SQLException { sql = null;",55,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1205,NullifyInputVariable,"protected final void updateNCharacterStream(final String columnLabel, final Reader reader, final long length) throws SQLException {","protected final void updateNCharacterStream(final String columnLabel, final Reader reader, final long length) throws SQLException { columnLabel = null;",98,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/wrappers/SqlNullCheckedResultSet.java,386,NullifyInputVariable,throws Throwable {,throws Throwable { method = null;,41,reduced_nullify_input_other_filter
org/apache/commons/dbutils/StatementConfiguration.java,77,NullifyInputVariable,public Builder maxRows(final Integer maxRows) {,public Builder maxRows(final Integer maxRows) { maxRows = null;,25,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/DbUtils.java,147,NullifyInputVariable,public static void close(final Statement stmt) throws SQLException {,public static void close(final Statement stmt) throws SQLException { stmt = null;,36,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AbstractQueryRunner.java,583,NullifyInputVariable,throws SQLException {,throws SQLException { conn = null;,36,reduced_nullify_input_other_filter
org/apache/commons/dbutils/BeanProcessor.java,392,NullifyInputVariable,throws SQLException {,throws SQLException { resultSet = null;,40,reduced_nullify_input_other_filter
org/apache/commons/dbutils/BaseResultSetHandler.java,602,NullifyInputVariable,"protected final Timestamp getTimestamp(final int columnIndex, final Calendar cal) throws SQLException {","protected final Timestamp getTimestamp(final int columnIndex, final Calendar cal) throws SQLException { cal = null;",172,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1394,NullifyInputVariable,"protected final void updateTime(final String columnLabel, final Time x) throws SQLException {","protected final void updateTime(final String columnLabel, final Time x) throws SQLException { x = null;",62,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,138,NullifyInputVariable,protected final Array getArray(final String columnLabel) throws SQLException {,protected final Array getArray(final String columnLabel) throws SQLException { columnLabel = null;,207,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,492,NullifyInputVariable,"public Future<Integer> update(final Connection conn, final String sql) throws SQLException {","public Future<Integer> update(final Connection conn, final String sql) throws SQLException { sql = null;",32,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,479,NullifyInputVariable,"public <T> Future<T> query(final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException {","public <T> Future<T> query(final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException { sql = null;",36,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,196,NullifyInputVariable,protected final InputStream getBinaryStream(final String columnLabel) throws SQLException {,protected final InputStream getBinaryStream(final String columnLabel) throws SQLException { columnLabel = null;,203,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,252,NullifyInputVariable,protected final byte[] getBytes(final String columnLabel) throws SQLException {,protected final byte[] getBytes(final String columnLabel) throws SQLException { columnLabel = null;,199,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1254,NullifyInputVariable,"protected final void updateNString(final int columnIndex, final String nString) throws SQLException {","protected final void updateNString(final int columnIndex, final String nString) throws SQLException { nString = null;",87,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BeanProcessor.java,338,NullifyInputVariable,throws SQLException {,throws SQLException { resultSet = null;,43,reduced_nullify_input_other_filter
org/apache/commons/dbutils/handlers/properties/StringEnumPropertyHandler.java,33,NullifyInputVariable,"public boolean match(final Class<?> parameter, final Object value) {","public boolean match(final Class<?> parameter, final Object value) { value = null;",3,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,462,NullifyInputVariable,"public <T> Future<T> query(final String sql, final ResultSetHandler<T> rsh) throws SQLException {","public <T> Future<T> query(final String sql, final ResultSetHandler<T> rsh) throws SQLException { sql = null;",38,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,399,NullifyInputVariable,protected final long getLong(final String columnLabel) throws SQLException {,protected final long getLong(final String columnLabel) throws SQLException { columnLabel = null;,189,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1051,NullifyInputVariable,"protected final void updateCharacterStream(final String columnLabel, final Reader reader) throws SQLException {","protected final void updateCharacterStream(final String columnLabel, final Reader reader) throws SQLException { columnLabel = null;",124,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/ProxyFactory.java,64,NullifyInputVariable,public CallableStatement createCallableStatement(final InvocationHandler handler) {,public CallableStatement createCallableStatement(final InvocationHandler handler) { handler = null;,18,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,588,NullifyInputVariable,"protected final Time getTime(final String columnLabel, final Calendar cal) throws SQLException {","protected final Time getTime(final String columnLabel, final Calendar cal) throws SQLException { columnLabel = null;",174,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,550,NullifyInputVariable,"public Future<Integer> update(final String sql, final Object param) throws SQLException {","public Future<Integer> update(final String sql, final Object param) throws SQLException { sql = null;",24,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,519,NullifyInputVariable,"public Future<Integer> update(final Connection conn, final String sql, final Object... params) throws SQLException {","public Future<Integer> update(final Connection conn, final String sql, final Object... params) throws SQLException { conn = null;",28,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/handlers/columns/BooleanColumnHandler.java,27,NullifyInputVariable,"public Boolean apply(final ResultSet resultSet, final int columnIndex) throws SQLException {","public Boolean apply(final ResultSet resultSet, final int columnIndex) throws SQLException { resultSet = null;",4,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1352,NullifyInputVariable,"protected final void updateShort(final String columnLabel, final short x) throws SQLException {","protected final void updateShort(final String columnLabel, final short x) throws SQLException { columnLabel = null;",71,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,224,NullifyInputVariable,protected final boolean getBoolean(final String columnLabel) throws SQLException {,protected final boolean getBoolean(final String columnLabel) throws SQLException { columnLabel = null;,201,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/handlers/AbstractListHandler.java,46,NullifyInputVariable,public List<T> handle(final ResultSet resultSet) throws SQLException {,public List<T> handle(final ResultSet resultSet) throws SQLException { resultSet = null;,2,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1114,NullifyInputVariable,"protected final void updateDate(final int columnIndex, final Date x) throws SQLException {","protected final void updateDate(final int columnIndex, final Date x) throws SQLException { x = null;",109,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AbstractQueryRunner.java,304,NullifyInputVariable,throws SQLException {,throws SQLException { pmd = null;,49,reduced_nullify_input_other_filter
org/apache/commons/dbutils/BaseResultSetHandler.java,939,NullifyInputVariable,"protected final void updateBinaryStream(final String columnLabel, final InputStream x, final long length) throws SQLException {","protected final void updateBinaryStream(final String columnLabel, final InputStream x, final long length) throws SQLException { x = null;",140,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AbstractQueryRunner.java,273,NullifyInputVariable,"public void fillStatement(final PreparedStatement stmt, final Object... params) throws SQLException {","public void fillStatement(final PreparedStatement stmt, final Object... params) throws SQLException { params = null;",51,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BeanProcessor.java,164,NullifyInputVariable,throws SQLException {,throws SQLException { props = null;,56,reduced_nullify_input_other_filter
org/apache/commons/dbutils/wrappers/SqlNullCheckedResultSet.java,599,NullifyInputVariable,public void setNullTimestamp(final Timestamp nullTimestamp) {,public void setNullTimestamp(final Timestamp nullTimestamp) { nullTimestamp = null;,28,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1086,NullifyInputVariable,"protected final void updateClob(final int columnIndex, final Reader reader, final long length) throws SQLException {","protected final void updateClob(final int columnIndex, final Reader reader, final long length) throws SQLException { reader = null;",116,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,308,NullifyInputVariable,"protected final Date getDate(final int columnIndex, final Calendar cal) throws SQLException {","protected final Date getDate(final int columnIndex, final Calendar cal) throws SQLException { cal = null;",196,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,317,NullifyInputVariable,"public Future<int[]> batch(final String sql, final Object[][] params) throws SQLException {","public Future<int[]> batch(final String sql, final Object[][] params) throws SQLException { params = null;",65,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1107,NullifyInputVariable,"protected final void updateClob(final String columnLabel, final Reader reader, final long length) throws SQLException {","protected final void updateClob(final String columnLabel, final Reader reader, final long length) throws SQLException { columnLabel = null;",111,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1359,NullifyInputVariable,"protected final void updateSQLXML(final int columnIndex, final SQLXML xmlObject) throws SQLException {","protected final void updateSQLXML(final int columnIndex, final SQLXML xmlObject) throws SQLException { xmlObject = null;",70,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,555,NullifyInputVariable,"public <T> T query(final Connection conn, final String sql, final Object[] params, final ResultSetHandler<T> rsh) throws SQLException {","public <T> T query(final Connection conn, final String sql, final Object[] params, final ResultSetHandler<T> rsh) throws SQLException { params = null;",78,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/DbUtils.java,320,NullifyInputVariable,"public static void printStackTrace(final SQLException e, final PrintWriter pw) {","public static void printStackTrace(final SQLException e, final PrintWriter pw) { e = null;",23,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,416,NullifyInputVariable,"public <T> Future<T> insertBatch(final String sql, final ResultSetHandler<T> rsh, final Object[][] params) throws SQLException {","public <T> Future<T> insertBatch(final String sql, final ResultSetHandler<T> rsh, final Object[][] params) throws SQLException { sql = null;",48,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryLoader.java,82,NullifyInputVariable,"public synchronized Map<String, String> load(final String path) throws IOException {","public synchronized Map<String, String> load(final String path) throws IOException { path = null;",8,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,399,NullifyInputVariable,"public <T> Future<T> insertBatch(final Connection conn, final String sql, final ResultSetHandler<T> rsh, final Object[][] params) throws SQLException {","public <T> Future<T> insertBatch(final Connection conn, final String sql, final ResultSetHandler<T> rsh, final Object[][] params) throws SQLException { params = null;",49,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AbstractQueryRunner.java,273,NullifyInputVariable,"public void fillStatement(final PreparedStatement stmt, final Object... params) throws SQLException {","public void fillStatement(final PreparedStatement stmt, final Object... params) throws SQLException { stmt = null;",52,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/handlers/ColumnListHandler.java,97,NullifyInputVariable,protected T handleRow(final ResultSet resultSet) throws SQLException {,protected T handleRow(final ResultSet resultSet) throws SQLException { resultSet = null;,4,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BasicRowProcessor.java,125,NullifyInputVariable,public Object remove(final Object key) {,public Object remove(final Object key) { key = null;,21,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/DbUtils.java,377,NullifyInputVariable,public static void rollbackAndClose(final Connection conn) throws SQLException {,public static void rollbackAndClose(final Connection conn) throws SQLException { conn = null;,17,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AbstractQueryRunner.java,232,NullifyInputVariable,protected void closeQuietly(final Statement statement) {,protected void closeQuietly(final Statement statement) { statement = null;,54,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,382,NullifyInputVariable,"public <T> T insert(final Connection conn, final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException {","public <T> T insert(final Connection conn, final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException { params = null;",97,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,446,NullifyInputVariable,throws SQLException {,throws SQLException { rsh = null;,40,reduced_nullify_input_other_filter
org/apache/commons/dbutils/handlers/columns/DoubleColumnHandler.java,32,NullifyInputVariable,public boolean match(final Class<?> propType) {,public boolean match(final Class<?> propType) { propType = null;,3,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/DbUtils.java,197,NullifyInputVariable,public static void closeQuietly(final ResultSet resultSet) {,public static void closeQuietly(final ResultSet resultSet) { resultSet = null;,31,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,382,NullifyInputVariable,"public <T> T insert(final Connection conn, final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException {","public <T> T insert(final Connection conn, final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException { sql = null;",99,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,911,NullifyInputVariable,"protected final void updateBinaryStream(final int columnIndex, final InputStream x, final int length) throws SQLException {","protected final void updateBinaryStream(final int columnIndex, final InputStream x, final int length) throws SQLException { x = null;",147,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,760,NullifyInputVariable,"public int update(final Connection conn, final String sql, final Object... params) throws SQLException {","public int update(final Connection conn, final String sql, final Object... params) throws SQLException { conn = null;",51,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AbstractQueryRunner.java,583,NullifyInputVariable,throws SQLException {,throws SQLException { sql = null;,35,reduced_nullify_input_other_filter
org/apache/commons/dbutils/BaseResultSetHandler.java,560,NullifyInputVariable,protected final String getString(final String columnLabel) throws SQLException {,protected final String getString(final String columnLabel) throws SQLException { columnLabel = null;,177,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BeanProcessor.java,338,NullifyInputVariable,throws SQLException {,throws SQLException { props = null;,41,reduced_nullify_input_other_filter
org/apache/commons/dbutils/BaseResultSetHandler.java,981,NullifyInputVariable,"protected final void updateBlob(final String columnLabel, final InputStream inputStream, final long length) throws SQLException {","protected final void updateBlob(final String columnLabel, final InputStream inputStream, final long length) throws SQLException { columnLabel = null;",132,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,747,NullifyInputVariable,"public int update(final Connection conn, final String sql, final Object param) throws SQLException {","public int update(final Connection conn, final String sql, final Object param) throws SQLException { conn = null;",54,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1317,NullifyInputVariable,"protected final void updateRef(final String columnLabel, final Ref x) throws SQLException {","protected final void updateRef(final String columnLabel, final Ref x) throws SQLException { columnLabel = null;",76,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BeanProcessor.java,504,NullifyInputVariable,"public <T> List<T> toBeanList(final ResultSet resultSet, final Class<? extends T> type) throws SQLException {","public <T> List<T> toBeanList(final ResultSet resultSet, final Class<? extends T> type) throws SQLException { type = null;",34,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1100,NullifyInputVariable,"protected final void updateClob(final String columnLabel, final Reader reader) throws SQLException {","protected final void updateClob(final String columnLabel, final Reader reader) throws SQLException { columnLabel = null;",113,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/OutParameter.java,122,NullifyInputVariable,"void setValue(final CallableStatement stmt, final int index) throws SQLException {","void setValue(final CallableStatement stmt, final int index) throws SQLException { stmt = null;",6,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,1065,NullifyInputVariable,"protected final void updateCharacterStream(final String columnLabel, final Reader reader, final long length) throws SQLException {","protected final void updateCharacterStream(final String columnLabel, final Reader reader, final long length) throws SQLException { reader = null;",119,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/DbUtils.java,177,NullifyInputVariable,final ResultSet rs) {,final ResultSet rs) { stmt = null;,33,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,822,NullifyInputVariable,"public int update(final String sql, final Object param) throws SQLException {","public int update(final String sql, final Object param) throws SQLException { sql = null;",47,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/QueryRunner.java,584,NullifyInputVariable,"public <T> T query(final Connection conn, final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException {","public <T> T query(final Connection conn, final String sql, final ResultSetHandler<T> rsh, final Object... params) throws SQLException { params = null;",70,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,967,NullifyInputVariable,"protected final void updateBlob(final String columnLabel, final Blob x) throws SQLException {","protected final void updateBlob(final String columnLabel, final Blob x) throws SQLException { columnLabel = null;",136,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/AsyncQueryRunner.java,446,NullifyInputVariable,throws SQLException {,throws SQLException { conn = null;,42,reduced_nullify_input_other_filter
org/apache/commons/dbutils/AsyncQueryRunner.java,534,NullifyInputVariable,public Future<Integer> update(final String sql) throws SQLException {,public Future<Integer> update(final String sql) throws SQLException { sql = null;,25,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,932,NullifyInputVariable,"protected final void updateBinaryStream(final String columnLabel, final InputStream x, final int length) throws SQLException {","protected final void updateBinaryStream(final String columnLabel, final InputStream x, final int length) throws SQLException { x = null;",142,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,616,NullifyInputVariable,"protected final Timestamp getTimestamp(final String columnLabel, final Calendar cal) throws SQLException {","protected final Timestamp getTimestamp(final String columnLabel, final Calendar cal) throws SQLException { cal = null;",169,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,841,NullifyInputVariable,"protected final void updateArray(final String columnLabel, final Array x) throws SQLException {","protected final void updateArray(final String columnLabel, final Array x) throws SQLException { columnLabel = null;",162,reduced_nullify_final_param_non_compilable
org/apache/commons/dbutils/BaseResultSetHandler.java,677,NullifyInputVariable,public final T handle(final ResultSet rs) throws SQLException {,public final T handle(final ResultSet rs) throws SQLException { rs = null;,166,reduced_nullify_final_param_non_compilable
